,host_verifications,email,phone,reviews,jumio,government_id,offline_government_id,selfie,identity_manual,facebook,sent_id,work_email,manual_offline,google,photographer,manual_online,kba,zhima_selfie,weibo,sesame,sesame_offline
7965,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7966,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7967,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7968,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7969,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7970,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7971,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7972,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'sent_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7973,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7974,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7975,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
7976,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7977,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7978,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7981,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7982,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7983,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7984,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7985,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7986,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7987,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7988,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7989,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7990,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7991,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7992,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7993,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7995,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7996,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7997,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id', 'work_email']",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7999,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id', 'work_email']",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8001,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8002,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8007,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8009,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8010,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8011,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8014,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8015,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'zhima_selfie']",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8016,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8017,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8018,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8020,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8022,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8023,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8024,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8026,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8027,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8028,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8030,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8031,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8032,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8033,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8034,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id']",1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8035,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8036,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8037,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8038,"['email', 'phone', 'google', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
8039,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8040,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8041,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8042,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8043,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8044,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8045,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8046,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8047,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8048,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8049,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8050,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8051,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8052,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8054,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8055,"['phone', 'jumio', 'offline_government_id', 'government_id']",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8056,"['email', 'phone', 'facebook']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8057,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8059,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8060,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8061,"['email', 'phone', 'work_email']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8062,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
8063,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8068,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8069,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8070,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8071,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8073,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8074,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8075,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8076,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8078,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8079,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8081,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8082,"['email', 'phone', 'reviews', 'offline_government_id']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8083,"['email', 'phone', 'reviews', 'offline_government_id']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8085,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8086,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8087,"['email', 'phone', 'facebook']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8088,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8090,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8091,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8092,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8094,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8095,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8096,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8097,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8098,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8100,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8101,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8102,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8103,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8104,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8105,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8106,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8107,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8108,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8109,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8110,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8112,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8114,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8115,['phone'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,"['email', 'phone', 'offline_government_id', 'government_id']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8118,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8119,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8120,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
8121,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8122,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8124,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8125,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8126,"['email', 'phone', 'reviews', 'offline_government_id']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8127,"['email', 'phone', 'manual_online']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8128,"['email', 'phone', 'manual_online']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8129,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8130,"['email', 'phone', 'manual_online']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8131,"['email', 'phone', 'manual_online']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8132,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8133,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8134,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8135,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8136,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8137,"['email', 'phone', 'reviews', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8138,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8139,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8140,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8142,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8143,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8144,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8145,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8146,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8147,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8148,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8149,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8150,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8151,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
